Unnamed: 0,text,preprocess_texts,tokens,tokens_no_stopwords
1013,@_Mohamadnovin @sseviinism @Partokiya الهی چوخ شوکوربشیکتاشلیلاری تاپدیم https://t.co/ZUSxTJOwOH,الهی چوخ شوکوربشیکتاشلیلاری تاپدیم,"['الهی', 'چوخ', 'شوکوربشیکتاشلیلاری', 'تاپدیم']","['الهی', 'چوخ', 'شوکوربشیکتاشلیلاری', 'تاپدیم']"
1014,"RT @IsraelPersian: اصابت راکت به منطقه مسکونی در شهر رمات گن در مرکز اسرائیل‌. خوشبختانه هیچ خسارت جانی نداشت.
حماس غیرنظامیان را هدف فرار…",اصابت راکت به منطقه مسکونی در شهر رمات گن در مرکز اسرائیل خوشبختانه هیچ خسارت جانی نداشتحماس غیرنظامیان را هدف فرار,"['اصابت', 'راکت', 'به', 'منطقه', 'مسکونی', 'در', 'شهر', 'رمات', 'گن', 'در', 'مرکز', 'اسرائیل', 'خوشبختانه', 'هیچ', 'خسارت', 'جانی', 'نداشتحماس', 'غیرنظامیان', 'را', 'هدف', 'فرار']","['اصابت', 'راکت', 'منطقه', 'مسکونی', 'شهر', 'رمات', 'گن', 'مرکز', 'اسرائیل', 'خوشبختانه', 'خسارت', 'جانی', 'نداشتحماس', 'غیرنظامیان', 'هدف', 'فرار']"
1015,پس از سید ممد شیّاد شما رو با شیخ حسن کذّاب آشنا می‌کنیم https://t.co/e6MHv98RKR,پس از سید ممد شیّاد شما رو با شیخ حسن کذّاب آشنا میکنیم,"['پس', 'از', 'سید', 'ممد', 'شیّاد', 'شما', 'رو', 'با', 'شیخ', 'حسن', 'کذّاب', 'آشنا', 'میکنیم']","['سید', 'ممد', 'شیّاد', 'شیخ', 'حسن', 'کذّاب', 'آشنا', 'میکنیم']"
1016,@flx__Frckl منِ زخم دیده بهت توصیه می‌کنه اینکارو نکنی یا حداقل خیلی کوتاه نکنی,منِ زخم دیده بهت توصیه میکنه اینکارو نکنی یا حداقل خیلی کوتاه نکنی,"['منِ', 'زخم', 'دیده', 'بهت', 'توصیه', 'میکنه', 'اینکارو', 'نکنی', 'یا', 'حداقل', 'خیلی', 'کوتاه', 'نکنی']","['منِ', 'زخم', 'دیده', 'بهت', 'توصیه', 'میکنه', 'اینکارو', 'نکنی', 'کوتاه', 'نکنی']"
1017,@shahrokhkhann بنظر من بود ولی هرچی جمال حشری بگه,بنظر من بود ولی هرچی جمال حشری بگه,"['بنظر', 'من', 'بود', 'ولی', 'هرچی', 'جمال', 'حشری', 'بگه']","['بنظر', 'هرچی', 'جمال', 'حشری', 'بگه']"
1018,@alamdar7380 پسرم ناراحت نشو‌ من واقعیت رو بهت گفتم ، تو الان از دید یک فلسطینی شیعه رافضی مجوسی هست که خون تو براش حرومه,پسرم ناراحت نشو من واقعیت رو بهت گفتم  تو الان از دید یک فلسطینی شیعه رافضی مجوسی هست که خون تو براش حرومه,"['پسرم', 'ناراحت', 'نشو', 'من', 'واقعیت', 'رو', 'بهت', 'گفتم', 'تو', 'الان', 'از', 'دید', 'یک', 'فلسطینی', 'شیعه', 'رافضی', 'مجوسی', 'هست', 'که', 'خون', 'تو', 'براش', 'حرومه']","['پسرم', 'ناراحت', 'نشو', 'واقعیت', 'بهت', 'گفتم', 'الان', 'دید', 'فلسطینی', 'شیعه', 'رافضی', 'مجوسی', 'هست', 'خون', 'براش', 'حرومه']"
1019,RT @FarsNews_Agency: ملاک الطنانی،دختر ۳ساله اهل غزه، بامداد امروز درحالی که در آغوش مادرش خوابیده بود،همراه با تمام اعضای خانواده‌اش در بم…,ملاک الطنانیدختر ۳ساله اهل غزه بامداد امروز درحالی که در آغوش مادرش خوابیده بودهمراه با تمام اعضای خانوادهاش در بم,"['ملاک', 'الطنانیدختر', '۳', 'ساله', 'اهل', 'غزه', 'بامداد', 'امروز', 'درحالی', 'که', 'در', 'آغوش', 'مادرش', 'خوابیده', 'بودهمراه', 'با', 'تمام', 'اعضای', 'خانوادهاش', 'در', 'بم']","['ملاک', 'الطنانیدختر', '۳', 'اهل', 'غزه', 'بامداد', 'امروز', 'درحالی', 'آغوش', 'مادرش', 'خوابیده', 'بودهمراه', 'اعضای', 'خانوادهاش', 'بم']"
1020,"#شهوت_قدرت
#لجنزار
اوج حقارت یک نفر برای بدست آوردن قدرت https://t.co/oy2mFoQONK",شهوت قدرت لجنزاراوج حقارت یک نفر برای بدست آوردن قدرت,"['شهوت', 'قدرت', 'لجنزاراوج', 'حقارت', 'یک', 'نفر', 'برای', 'بدست', 'آوردن', 'قدرت']","['شهوت', 'قدرت', 'لجنزاراوج', 'حقارت', 'نفر', 'بدست', 'آوردن', 'قدرت']"
1021,RT @ArioBarzan70: @MOperaPhantom @kristalenarenji آره حتی بعضی طرفداراشون میگن کشور دست جاعش بمونه بهتر از اینکه وارد جنگ بشه یا تجزیه بشه…,آره حتی بعضی طرفداراشون میگن کشور دست جاعش بمونه بهتر از اینکه وارد جنگ بشه یا تجزیه بشه,"['آره', 'حتی', 'بعضی', 'طرفداراشون', 'میگن', 'کشور', 'دست', 'جاعش', 'بمونه', 'بهتر', 'از', 'اینکه', 'وارد', 'جنگ', 'بشه', 'یا', 'تجزیه', 'بشه']","['آره', 'طرفداراشون', 'میگن', 'کشور', 'دست', 'جاعش', 'بمونه', 'جنگ', 'بشه', 'تجزیه', 'بشه']"
1022,"RT @Asal_salehi79: چه کسی باید به روند شعارگرایی در ایران خاتمه دهد؟
آیا وقت  دولت اقدام نرسیده است؟ 
فرهنگ ما، اقتصاد ما، حتی امنیت ما و..…",چه کسی باید به روند شعارگرایی در ایران خاتمه دهدآیا وقت دولت اقدام نرسیده است فرهنگ ما اقتصاد ما حتی امنیت ما و,"['چه', 'کسی', 'باید', 'به', 'روند', 'شعارگرایی', 'در', 'ایران', 'خاتمه', 'دهدآیا', 'وقت', 'دولت', 'اقدام', 'نرسیده_است', 'فرهنگ', 'ما', 'اقتصاد', 'ما', 'حتی', 'امنیت', 'ما', 'و']","['شعارگرایی', 'ایران', 'خاتمه', 'دهدآیا', 'وقت', 'دولت', 'اقدام', 'نرسیده_است', 'فرهنگ', 'اقتصاد', 'امنیت']"
1023,"RT @sabeti_twt: روحانی، ناطق نوری، ولایتی و لاریجانی شبیه ترین شخصیت های سیاسی به همدیگر هستند، مثل چهار برادر!

سال 76 ناطق خواست رییس جمه…",روحانی ناطق نوری ولایتی و لاریجانی شبیه ترین شخصیت های سیاسی به همدیگر هستند مثل چهار برادرسال 76 ناطق خواست رییس جمه,"['روحانی', 'ناطق', 'نوری', 'ولایتی', 'و', 'لاریجانی', 'شبیه', 'ترین', 'شخصیت', 'های', 'سیاسی', 'به', 'همدیگر', 'هستند', 'مثل', 'چهار', 'برادرسال', '76', 'ناطق', 'خواست', 'رییس', 'جمه']","['روحانی', 'ناطق', 'نوری', 'ولایتی', 'لاریجانی', 'شبیه', 'ترین', 'شخصیت', 'های', 'سیاسی', 'همدیگر', 'برادرسال', '76', 'ناطق', 'خواست', 'رییس', 'جمه']"
1024,"@Bang_Chan_STAY @stayasii @Stray_Kids @Stray_Kids_JP ماهم حمایتش میکنم😍🥺
 بچمو بی گناه برای یه مرت انداختن بیرون از گروه🤧😭 بمیرن هیترااااا",ماهم حمایتش میکنم بچمو بی گناه برای یه مرت انداختن بیرون از گروه بمیرن هیترااااا,"['ماهم', 'حمایتش', 'میکنم', 'بچمو', 'بی', 'گناه', 'برای', 'یه', 'مرت', 'انداختن', 'بیرون', 'از', 'گروه', 'بمیرن', 'هیترااااا']","['ماهم', 'حمایتش', 'میکنم', 'بچمو', 'گناه', 'یه', 'مرت', 'انداختن', 'گروه', 'بمیرن', 'هیترااااا']"
1025,"RT @Sooobh777: خلاصه که جان شما و جان ایران عزیزمان آقا سید
#رئیسی_متشکریم https://t.co/lhVRae49gu",خلاصه که جان شما و جان ایران عزیزمان آقا سید رئیسی متشکریم,"['خلاصه', 'که', 'جان', 'شما', 'و', 'جان', 'ایران', 'عزیزمان', 'آقا', 'سید', 'رئیسی', 'متشکریم']","['خلاصه', 'جان', 'جان', 'ایران', 'عزیزمان', 'آقا', 'سید', 'رئیسی', 'متشکریم']"
1026,RT @CANDY_GIRL_L: @1exmlnn383 @weareoneEXO @B_hundred_Hyun @layzhang ما که بیشتر از جونمیون در جریان همه چی نیستیم وقتی اون بنده خدا خودش ر…,ما که بیشتر از جونمیون در جریان همه چی نیستیم وقتی اون بنده خدا خودش ر,"['ما', 'که', 'بیشتر', 'از', 'جونمیون', 'در', 'جریان', 'همه', 'چی', 'نیستیم', 'وقتی', 'اون', 'بنده', 'خدا', 'خودش', 'ر']","['جونمیون', 'چی', 'نیستیم', 'اون', 'بنده', 'خدا', 'ر']"
1027,"RT @m_sayadi59: @RoiaSadr153 تا دگر مادر گيتي چو تو فرزند بزايد
#رئیسی_متشکریم",تا دگر مادر گيتي چو تو فرزند بزايد رئیسی متشکریم,"['تا', 'دگر', 'مادر', 'گيتي', 'چو', 'تو', 'فرزند', 'بزايد', 'رئیسی', 'متشکریم']","['دگر', 'مادر', 'گيتي', 'چو', 'فرزند', 'بزايد', 'رئیسی', 'متشکریم']"
1028,"RT @yazahra3584: @RoiaSadr153 رئیسی خوش اومدی 
#رئیسی_متشکریم",رئیسی خوش اومدی  رئیسی متشکریم,"['رئیسی', 'خوش', 'اومدی', 'رئیسی', 'متشکریم']","['رئیسی', 'خوش', 'اومدی', 'رئیسی', 'متشکریم']"
1029,@marmoollak_ir @vahidjamali1981 خواستم مطمین بشم,خواستم مطمین بشم,"['خواستم', 'مطمین', 'بشم']","['خواستم', 'مطمین', 'بشم']"
1030,@pegaah07 کد تخفیف میدیم تا آخر هفته https://t.co/U9pBdt90GW,کد تخفیف میدیم تا آخر هفته,"['کد', 'تخفیف', 'میدیم', 'تا', 'آخر', 'هفته']","['کد', 'تخفیف', 'میدیم', 'آخر', 'هفته']"
1031,"@alirezaalm7 اکیپ بک دهندگان شعبه دیگری ندارد
🙋🏻‍♂️🙋🏼‍♀️
⁦@amir24ni⁩✔︎
⁦@toranj68⁩✔︎
⁦@novaljin9068⁩✔︎
⁦@Dash_Alli⁩… https://t.co/A9qzTQLC6C",اکیپ بک دهندگان شعبه دیگری ندارد‍♂️‍♀️⁦⁩✔︎⁦⁩✔︎⁦⁩✔︎⁦⁩,"['اکیپ', 'بک', 'دهندگان', 'شعبه', 'دیگری', 'ندارد\u200d♂️\u200d♀️\u2066\u2069✔︎\u2066\u2069✔︎\u2066\u2069✔︎\u2066\u2069']","['اکیپ', 'بک', 'دهندگان', 'شعبه', 'ندارد\u200d♂️\u200d♀️\u2066\u2069✔︎\u2066\u2069✔︎\u2066\u2069✔︎\u2066\u2069']"
1032,@ahmadrezapostp @beauty_girlll78 من این احتمال را میدهم که دست آخر این رئیسی است که به نفع سعید محمد کنار خواهد کشید,من این احتمال را میدهم که دست آخر این رئیسی است که به نفع سعید محمد کنار خواهد کشید,"['من', 'این', 'احتمال', 'را', 'میدهم', 'که', 'دست', 'آخر', 'این', 'رئیسی', 'است', 'که', 'به', 'نفع', 'سعید', 'محمد', 'کنار', 'خواهد_کشید']","['احتمال', 'میدهم', 'دست', 'آخر', 'رئیسی', 'نفع', 'سعید', 'محمد', 'خواهد_کشید']"
1033,"RT @MansourehAbdol1: ✅  رئیس‌جمهور اصلح

▫️باید مومن باشد
▫️انقلابی باشد
▫️شجاع باشد
▫️مدبر باشد
▫️کارآمد باشد
▫️دارای روحیه جهادی باشد
▫️ب…",✅ رئیسجمهور اصلح▫️باید مومن باشد▫️انقلابی باشد▫️شجاع باشد▫️مدبر باشد▫️کارآمد باشد▫️دارای روحیه جهادی باشد▫️ب,"['✅', 'رئیسجمهور', 'اصلح▫️باید', 'مومن', 'باشد▫️انقلابی', 'باشد▫️شجاع', 'باشد▫️مدبر', 'باشد▫️کارآمد', 'باشد▫️دارای', 'روحیه', 'جهادی', 'باشد▫️ب']","['✅', 'رئیسجمهور', 'اصلح▫️باید', 'مومن', 'باشد▫️انقلابی', 'باشد▫️شجاع', 'باشد▫️مدبر', 'باشد▫️کارآمد', 'باشد▫️دارای', 'روحیه', 'جهادی', 'باشد▫️ب']"
1034,"RT @Hajpichkak: سید محرومان آمد...
مشکلاتمون فقط به دست خودت حل خواهد شد

#رئيسی_متشکریم",سید محرومان آمدمشکلاتمون فقط به دست خودت حل خواهد شد رئيسی متشکریم,"['سید', 'محرومان', 'آمدمشکلاتمون', 'فقط', 'به', 'دست', 'خودت', 'حل', 'خواهد_شد', 'رئيسی', 'متشکریم']","['سید', 'محرومان', 'آمدمشکلاتمون', 'دست', 'خودت', 'رئيسی', 'متشکریم']"
1035,"RT @mimre_pe: از بیت المال ارتزاق کرد، قدم از قدم برای مردم برنداشت، حالا میگه با اتکا به همتِ مردم برای مبارزه با فساد آمده
شما در خوشبینا…",از بیت المال ارتزاق کرد قدم از قدم برای مردم برنداشت حالا میگه با اتکا به همتِ مردم برای مبارزه با فساد آمدهشما در خوشبینا,"['از', 'بیت', 'المال', 'ارتزاق', 'کرد', 'قدم', 'از', 'قدم', 'برای', 'مردم', 'برنداشت', 'حالا', 'میگه', 'با', 'اتکا', 'به', 'همتِ', 'مردم', 'برای', 'مبارزه', 'با', 'فساد', 'آمدهشما', 'در', 'خوشبینا']","['بیت', 'المال', 'ارتزاق', 'قدم', 'قدم', 'مردم', 'برنداشت', 'میگه', 'اتکا', 'همتِ', 'مردم', 'مبارزه', 'فساد', 'آمدهشما', 'خوشبینا']"
1036,"@aboNietzsche ان شاالله نمیزاریم✌️
https://t.co/Br0G5YCbEi",ان شاالله نمیزاریم✌️,"['ان', 'شاالله', 'نمیزاریم✌️']","['ان', 'شاالله', 'نمیزاریم✌️']"
